bibkey,type,title,authors,doi,gs_citations,journal
Abas05a,inproceedings,EEG} background activity analysis in {A}lzheimer's disease patients with sample entropy,D. Ab\'{a}solo and C. G\'{o}mez and J. Poza and M. Garc\'{i}a and C. I. S\'{a}nchez and M. L\'{o}pez,,3,
Abel19,article,"Computational pathology definitions, best practices, and recommendations for regulatory guidance: a white paper from the Digital Pathology Association","Abels, Esther and Pantanowitz, Liron and Aeffner, Famke and Zarella, Mark D and van der Laak, Jeroen and Bui, Marilyn M and Vemuri, Venkata Np and Parwani, Anil V and Gibbs, Jeff and Agosto-Arroyo, Emmanuel and Beck, Andrew H and Kozlowski, Cleopatra",10.1002/path.5331,24,JPAT
Abra08a,article,Evaluation of a system for automatic detection of diabetic retinopathy from color fundus photographs in a large population of patients with diabetes,M. D. Abr\`amoff and M. Niemeijer and M. S. A. Suttorp-Schulten and M. A. Viergever and S. R. Russell and B. van Ginneken,10.2337/dc07-1312,287,DC
Adri09,article,Fatty foci in the myocardium in patients with tuberous sclerosis complex: common finding at {CT,Miraude E A P M Adriaensen and Cornelia M Schaefer-Prokop and Debbie A C Duyndam and Bernard A Zonnenberg and M. Prokop,10.1148/radiol.2533082118,33,Radiology
Adri09a,article,Prevalence of subependymal giant cell tumors in patients with tuberous sclerosis and a review of the literature,M. E A P M Adriaensen and C. M. Schaefer-Prokop and T. Stijnen and D. A C Duyndam and B. A. Zonnenberg and M. Prokop,10.1111/j.1468-1331.2009.02567.x,155,EJN
Adri10,article,Echocardiographic screening results in patients with tuberous sclerosis complex,Miraude E A P M Adriaensen and Maarten J M Cramer and Madelon E E Brouha and Cornelia M Schaefer-Prokop and Mathias Prokop and Pieter A F M Doevendans and Bernard A Zonnenberg and Harm H H Feringa,,5,TEXHIJ
Adri11,article,Radiological evidence of lymphangioleiomyomatosis in female and male patients with tuberous sclerosis complex,M. E A P M Adriaensen and C. M. Schaefer-Prokop and D. A C Duyndam and B. A. Zonnenberg and M. Prokop,10.1016/j.crad.2011.02.009,77,CLINR
Adri11a,phdthesis,Imaging in tuberous sclerosis complex,M. E. A. P. M. Adriaensen,,,PhD thesis
Adri11b,article,Mature fat cells in the myocardium of patients with tuberous sclerosis complex,Miraude E A P M Adriaensen and Matthijs F M van Oosterhout and Harm H H Feringa and Cornelia M Schaefer-Prokop and Bernard A Zonnenberg and Mathias Prokop,10.1136/jcp.2010.087676,3,JCP
Adri11c,article,Focal fatty areas in the myocardium of patients with tuberous sclerosis complex: a unique finding,Miraude E A P M Adriaensen and Harm H H Feringa and Cornelia M Schaefer-Prokop and Sandra A P Cornelissen and Bernard A Zonnenberg and Mathias Prokop,10.1097/RTI.0b013e3181eebc65,3,JTI
Albe11,inproceedings,Automatic branching detection in IVUS sequences,"Alberti, Marina and Gatta, Carlo and Balocco, Simone and Ciompi, Francesco and Pujol, Oriol and Silva, Joana and Carrillo, Xavier and Radeva, Petia",,4,
Albe12,article,Automatic bifurcation detection in coronary IVUS sequences,"Alberti, Marina and Balocco, Simone and Gatta, Carlo and Ciompi, Francesco and Pujol, Oriol and Silva, Joana and Carrillo, Xavier and Radeva, Petia",10.1109/TBME.2011.2181372,42,TBME
Alee18,mastersthesis,Malignancy estimation of Pulmonary Nodules using Multi-View Multi-Time Point Convolutional Neural Networks,Tajwar Abrar Ableef,,,Master thesis
Altu20,inproceedings,Feasibility of End-To-End Trainable Two-Stage U-Net for Detection of Axillary Lymph Nodes in Contrast-Enhanced CT Based Scans on Sparse Annotations,"Altun, Hidir Cem and Chlebus, Grzegorz and Jacobs, Colin and Meine, Hans and van Ginneken, Bram and Hahn, Horst K.",10.1117/12.2551331,,
Alves21a,conference,CT-based Deep Learning Towards Early Detection Of Pancreatic Ductal Adenocarcinoma,"Alves, Nat\'{a}lia and Hermans, John and Huisman, Henkjan",,,
Alves22a,article,Fully Automatic Deep Learning Framework for Pancreatic Ductal Adenocarcinoma Detection on Computed Tomography,"Alves, Nat\'{a}lia and Schuurmans, Megan and Litjens, Geke and Bosma, Joeran and Hermans, John and Huisman, Henkjan",https://doi.org/10.3390/cancers14020376,,Cancers
Alves22b,conference,Towards Safe Clinical Use of Artificial Intelligence for Cancer Detection Through Uncertainty Quantification,"Alves, Nat\'{a}lia and Bosma, Joeran and Huisman, Henkjan",,,
Amga20,article,Report on computational assessment of Tumor Infiltrating Lymphocytes from the International Immuno-Oncology Biomarker Working Group,Mohamed Amgad and and Elisabeth Specht Stovgaard and Eva Balslev and Jeppe Thagaard and Weijie Chen and Sarah Dudgeon and Ashish Sharma and Jennifer K. Kerner and Carsten Denkert and Yinyin Yuan and Khalid AbdulJabbar and Stephan Wienert and Peter Savas and Leonie Voorwerk and Andrew H. Beck and Anant Madabhushi and Johan Hartman and Manu M. Sebastian and Hugo M. Horlings and Jan Hude{\v{c}}ek and Francesco Ciompi and David A. Moore and Rajendra Singh and Elvire Roblin and Marcelo Luiz Balancin and Marie-Christine Mathieu and Jochen K. Lennerz and Pawan Kirtani and I-Chun Chen and Jeremy P. Braybrooke and Giancarlo Pruneri and Sandra Demaria and Sylvia Adams and Stuart J. Schnitt and Sunil R. Lakhani and Federico Rojo and Laura Comerma and Sunil S. Badve and Mehrnoush Khojasteh and W. Fraser Symmans and Christos Sotiriou and Paula Gonzalez-Ericsson and Katherine L. Pogue-Geile and Rim S. Kim and David L. Rimm and Giuseppe Viale and Stephen M. Hewitt and John M. S. Bartlett and Fr{\'{e}}d{\'{e}}rique Penault-Llorca and Shom Goel and Huang-Chun Lien and Sibylle Loibl and Zuzana Kos and Sherene Loi and Matthew G. Hanna and Stefan Michiels and Marleen Kok and Torsten O. Nielsen and Alexander J. Lazar and Zsuzsanna Bago-Horvath and Loes F. S. Kooreman and Jeroen A. W. M. van der Laak and Joel Saltz and Brandon D. Gallas and Uday Kurkure and Michael Barnes and Roberto Salgado and Lee A. D. Cooper,10.1038/s41523-020-0154-2,2,npj Breast Cancer
Amin11,conference,Air trapping on {HRCT} assessed by quantitative image analysis as an early predictor of bronchiolitis obliterans syndrome in lung transplant recipients,S. Amin and J.G. Goldin and M.R. Zeidler and E. Kleerup and P. Lu and M. Galperin-Aizenberg and E. M. van Rikxoort and D. Gjertson and D. Ross,,,
Anto21,article,The Medical Segmentation Decathlon,Michela Antonelli and Annika Reinke and Spyridon Bakas and Keyvan Farahani and AnnetteKopp-Schneider and Bennett A. Landman and Geert Litjens and Bjoern Menze and Olaf Ronneberger and Ronald M. Summers and Bram van Ginneken and Michel Bilello and Patrick Bilic and Patrick F. Christ and Richard K. G. Do and Marc J. Gollub and Stephan H. Heckers and Henkjan Huisman and William R. Jarnagin and Maureen K. McHugo and Sandy Napel and Jennifer S. Goli Pernicka and Kawal Rhode and Catalina Tobon-Gomez and Eugene Vorontsov and Henkjan Huisman and James A. Meakin and Sebastien Ourselin and Manuel Wiesenfarth and Pablo Arbelaez and Byeonguk Bae and Sihong Chen and Laura Daza and Jianjiang Feng and Baochun He and Fabian Isensee and Yuanfeng Ji and Fucang Jia and Namkug Kim and Ildoo Kim and Dorit Merhof and Akshay Pai and Beomhee Park and Mathias Perslev and Ramin Rezaiifar and Oliver Rippel and Ignacio Sarasua and Wei Shen and Jaemin Son and Christian Wachinger and Liansheng Wang and Yan Wang and Yingda Xia and Daguang Xu and Zhanwei Xu and Yefeng Zheng and Amber L. Simpson and Lena Maier-Hein and M. Jorge Cardoso,,,arXiv preprint arXiv:2106.05735
Anto22,article,The {Medical} {Segmentation} {Decathlon,"Antonelli, Michela and Reinke, Annika and Bakas, Spyridon and Farahani, Keyvan and Kopp-Schneider, Annette and Landman, Bennett A. and Litjens, Geert and Menze, Bjoern and Ronneberger, Olaf and Summers, Ronald M. and van Ginneken, Bram and Bilello, Michel and Bilic, Patrick and Christ, Patrick F. and Do, Richard K. G. and Gollub, Marc J. and Heckers, Stephan H. and Huisman, Henkjan and Jarnagin, William R. and McHugo, Maureen K. and Napel, Sandy and Pernicka, Jennifer S. Golia and Rhode, Kawal and Tobon-Gomez, Catalina and Vorontsov, Eugene and Meakin, James A. and Ourselin, Sebastien and Wiesenfarth, Manuel and Arbelaez, Pablo and Bae, Byeonguk and Chen, Sihong and Daza, Laura and Feng, Jianjiang and He, Baochun and Isensee, Fabian and Ji, Yuanfeng and Jia, Fucang and Kim, Ildoo and Maier-Hein, Klaus and Merhof, Dorit and Pai, Akshay and Park, Beomhee and Perslev, Mathias and Rezaiifar, Ramin and Rippel, Oliver and Sarasua, Ignacio and Shen, Wei and Son, Jaemin and Wachinger, Christian and Wang, Liansheng and Wang, Yan and Xia, Yingda and Xu, Daguang and Xu, Zhanwei and Zheng, Yefeng and Simpson, Amber L. and Maier-Hein, Lena and Cardoso, M. Jorge",10.1038/s41467-022-30695-9,,NATCOM
Apru19,article,Robust and accurate quantification of biomarkers of immune cells in lung cancer micro-environment using deep convolutional neural networks,"Aprupe, Lilija and Litjens, Geert and Brinker, Titus J and van der Laak, Jeroen and Grabe, Niels",10.7717/peerj.6335,3,PRJ
Arch22,mastersthesis,Automated Abdominal Aortic Aneurysm Detection on CT Scans,Anwai Archit and Bram van Ginneken,,,Master thesis
Ardu20,conference,Artificial Intelligence for the Classification and Quantification of Reticular Pseudodrusen in Multimodal Retinal Images,"Ardu, Alessandro and Liefers, Bart and de Vente, Coen and Gonz\'{a}lez-Gonzalo, Cristina and Klaver, Caroline and S\'{a}nchez, Clara I.",,,
Ares18,article,iW-Net}: an automatic and minimalistic interactive lung nodule segmentation deep network,Guilherme Aresta and Colin Jacobs and Teresa Ara\'{u}jo and A. Cunha and Isabel Ramos and Bram van Ginneken and A. Campilho,,,arXiv:1811.12789
Ares18a,inproceedings,Towards an automatic lung cancer screening system in low dose computed tomography,Guilherme Aresta and Teresa Ara\'{u}jo and Colin Jacobs and Bram van Ginneken and Ant\'{o}nio Cunha and Isabel Ramos and Aur\'{e}lio Campilho,10.1007/978-3-030-00946-5,7,
Ares19,article,iW-Net: an automatic and minimalistic interactive lung nodule segmentation deep network,"Aresta, Guilherme and Jacobs, Colin and Araujo,Teresa and Cunha, Antonio and Ramos, Isabel and van Ginneken, Bram and Campilho, Aurelio",10.1038/s41598-019-48004-8,8,NATSCIREP
Argu19,article,Function Follows Form: Regression from Complete Thoracic Computed Tomography Scans,"Argus, Max and Schaefer-Prokop, Cornelia and Lynch, David A. and van Ginneken, Bram",,,arXiv:1909.12047
Arma08,article,Anniversary paper: image processing and manipulation through the pages of {M}edical {P}hysics,S. G. Armato and B. van Ginneken,10.1118/1.2977537,10,MP
Arma18,article,The PROSTATEx Challenges for Computerized Classification of Prostate Lesions from Multi-Parametric Magnetic Resonance Images,Samuel G. Armato and Henkjan Huisman and Karen Drukker and Lubomir Hadjiiski and Justin S. Kirby and Nicholas Petrick and George Redmond and Maryellen L. Giger and Kenny Cha and Artem Mamonov and Jayashree Kalpathy-Cramer and Keyvan Farahani,10.1117/1.JMI.5.4.044501,,JMI
Arnt15,conference,Small vessel disease after stroke at young age: the FUTURE-study,R. Arntz and S. van den Broek and L. Rutten-Jacobs and N. Maaijwee and I. van Uden and M. Ghafoorian and B. Platel and E. van Dijk and F.E. de Leeuw,,,
Arnt16,article,Accelerated development of cerebral small vessel disease in young stroke patients,"Arntz, Renate M and van den Broek, Steffen and van Uden, Inge WM and Ghafoorian, Mohsen and Platel, Bram and Rutten-Jacobs, Loes CA and Maaijwee, Noortje AM and Schaapsmeerders, Pauline and Schoonderwaldt, Hennie C and van Dijk, Ewoud J and de Leeuw, FE",10.1212/WNL.0000000000003123,18,Neurology
Arta09,article,Airway segmentation and analysis for the study of mouse models of lung disease using micro-{CT,X. Artaechevarria and D. P\'{e}rez-Martin and M. Ceresa and G. de Biurrun and D. Blanco and L. M. Montuenga and B. van Ginneken and C. Ortiz-de-Sol\'{o}rzano and A. Mu{\~n}oz-Barrutia,10.1088/0031-9155/54/22/017,38,PMB
Arta09a,inproceedings,Fast murine airway segmentation and reconstruction in {micro-CT} images,X. Artaechevarria and A. Mu{\~n}oz-Barrutia and B. van Ginneken and C. Ortiz-de-Sol\'{o}rzano,10.1117/12.811554,3,
Arzh06,inproceedings,Image classification from generalized image distance features: application to detection of interstitial disease in chest radiographs,"Arzhaeva, Y. and van Ginneken, B. and Tax, D. M. J.",10.1109/ICPR.2006.682,4,
Arzh06a,inproceedings,Improving computer-aided diagnosis of interstitial disease in chest radiographs by combining one-class and two-class classifiers,"Arzhaeva, Y. and Tax, D. M. J. and van Ginneken, B.",10.1117/12.652208,12,
Arzh07,article,Computer-aided detection of interstitial abnormalities in chest radiographs using a reference standard based on computed tomography,Y. Arzhaeva and M. Prokop and D. M. J. Tax and P. A. de Jong and C. M. Schaefer-Prokop and B. van Ginneken,10.1118/1.2795672,42,MP
Arzh07a,conference,Computer-aided detection of interstitial abnormalities in chest radiographs,Y. Arzhaeva and M. Prokop and P. A. de Jong and C. M. Schaefer-Prokop and B. van Ginneken,,,
Arzh07b,conference,Application of computerized texture analysis of {CT} lung images for estimation of interstitial lung disease progression,Y. Arzhaeva and K. Murphy and M. Prokop and C. M. Schaefer-Prokop and B. van Ginneken,,,
Arzh07c,inproceedings,Automated segmentation of caudate nucleus in {MR} brain images with voxel classification,Y. Arzhaeva and E. M. van Rikxoort and B. van Ginneken,,5,
Arzh09,article,Dissimilarity-based classification in the absence of local ground truth: application to the diagnostic interpretation of chest radiographs,Y. Arzhaeva and D. M. J. Tax and B. van Ginneken,10.1016/j.patcog.2009.01.016,29,PR
Arzh09b,inproceedings,Global and {L}ocal {M}ulti-valued {D}issimilarity-{B}ased {C}lassification: {A}pplication to {C}omputer-{A}ided {D}etection of {T}uberculosis,Y. Arzhaeva and L. Hogeweg and P. A. de Jong and M. A. Viergever and B. van Ginneken,10.1007/978-3-642-04271-3_88,24,
Arzh09c,phdthesis,Computer-aided detection and quantification of interstitial lung disease from computed tomography and chest radiography,Y. Arzhaeva,,,PhD thesis
Arzh10,article,Automated estimation of progression of interstitial lung disease in {CT} images,Y. Arzhaeva and M. Prokop and K. Murphy and E. M. van Rikxoort and P. A. de Jong and H. A. Gietema and M. A. Viergever and B. van Ginneken,10.1118/1.3264662,24,MP
Aswo19,conference,Potential of an AI-based digital biomarker to predict neoadjuvant chemotherapy response from preoperative biopsies of Luminal-B breast cancer,"Aswolinskiy, W. AND Horlings, H. AND Mulder, L. AND van der Laak, J. AND Wesseling, J. AND Lips, E. AND Ciompi, F.",,,
Aswo21,inproceedings,Neural image compression for non-small cell lung cancer subtype classification in H&E stained whole-slide images,Witali Aswolinskiy and David Tellez and Gabriel Raya and Lieke van der Woude and Monika Looijen-Salamon and Jeroen van der Laak and Katrien Grunberg and Francesco Ciompi,10.1117/12.2581943,,
Avoi13,inproceedings,A Hardware Implementation of a Levelset Algorithm for Carotid Lumen Segmentation in {CTA,"van der Avoird, Andre and Lin, Ning and van Ginneken, Bram and Manniesing, Rashindra",10.1117/12.2007231,,
Ayat20,article,Differentiating Benign and Malignant Mass and non-Mass Lesions in Breast {DCE-MRI} using Normalized Frequency-based Features,"Ayatollahi, Fazael and Shokouhi, Shahriar B. and Teuwen, Jonas",10.1007/s11548-019-02103-z,,IJCARS
Bagu18,mastersthesis,Reference Tissue Normalization of Prostate MRI with automatic Multi-Organ Deep Learning Pelvis segmentation,Ines Correia Bagulho,,,Master thesis
Baid18,article,Evaluating the benefits of digital pathology implementation: time savings in laboratory logistics,"Baidoshvili, Alexi and Bucur, Anca and van Leeuwen, Jasper and van der Laak, Jeroen and Kluin, Philip and van Diest, Paul J.",10.1111/his.13691,21,Histopathology
Baid18a,article,Validation of a whole-slide image-based teleconsultation network,"Baidoshvili, Alexi and Stathonikos, Nikolas and Freling, Gerard and Bart, Jos and 't Hart, Nils and van der Laak, Jeroen and Doff, Jan and van der Vegt, Bert and Kluin Philip, M. and van Dies, Paul J.",10.1111/his.13673,6,Histopathology
Bakk19,article,Supplemental MRI Screening for Women with Extremely Dense Breast Tissue,"Bakker, Marije F and de Lange, Stephanie V and Pijnappel, Ruud M and Mann, Ritse M and Peeters, Petra H M and Monninkhof, Evelyn M and Emaus, Marleen J and Loo, Claudette E and Bisschops, Robertus H C and Lobbes, Marc B I and de Jong, Matthijn D F and Duvivier, Katya M and Veltman, Jeroen and Karssemeijer, Nico and de Koning, Harry J and van Diest, Paul J and Mali, Willem P T M and van den Bosch, Maurice A A J and Veldhuis, Wouter B and van Gils, Carla H and DENSE Trial Study Group",10.1056/NEJMoa1903986,43,NEJM
Bala05,article,Flat-panel display ({LCD}) versus high-resolution gray-scale display ({CRT}) for chest radiography: an observer preference study,"Balassy, Csilla and Prokop, Mathias and Weber, Michael and Sailer, Johannes and Herold, Christian J. and Schaefer-Prokop, Cornelia",,48,AJR
Balk19,article,Deep learning and manual assessment show that the absolute mitotic count does not contain prognostic information in triple negative breast cancer,"Balkenhol, Maschenka C A and Bult, Peter and Tellez, David and Vreuls, Willem and Clahsen, Pieter C and Ciompi, Francesco and van der Laak, Jeroen A W M",10.1007/s13402-019-00445-z,8,CELLO
Balk19b,article,Deep learning assisted mitotic counting for breast cancer,"Balkenhol, Maschenka C A and Tellez, David and Vreuls, Willem and Clahsen, Pieter C and Pinckaers, Hans and Ciompi, Francesco and Bult, Peter and van der Laak, Jeroen A W M",10.1038/s41374-019-0275-0,7,LABINV
Balk20,article,Histological subtypes in triple negative breast cancer are associated with specific information on survival,"Balkenhol, Maschenka C A and Vreuls, Willem and Wauters, Carla A P and Mol, Suzanne J J and van der Laak, Jeroen A W M and Bult, Peter",10.1016/j.anndiagpath.2020.151490,,AODP
Balk20a,phdthesis,Tissue-based biomarker assessment for predicting prognosis of triple negative breast cancer: the additional value of artificial intelligence,Maschenka C. A. Balkenhol,,,PhD thesis
Balk20b,conference,Deep learning enables fully automated mitotic density assessment in breast cancer histopathology,M. Balkenhol and P. Bult and D. Tellez and W. Vreuls and P. Clahsen and F. Ciompi and J. Van der Laak,,,
Balk21,article,Optimized tumour infiltrating lymphocyte assessment for triple negative breast cancer prognostics.,"Balkenhol, Maschenka Ca and Ciompi, Francesco and Swiderska-Chadaj, Zaneta and van de Loo, Rob and Intezar, Milad and Otte-Holler, Irene and Geijs, Daan and Lotz, Johannes and Weiss, Nick and de Bel, Thomas and Litjens, Geert and Bult, Peter and van der Laak, Jeroen Awm",10.1016/j.breast.2021.02.007,,The Breast
Balo11,inproceedings,Combining Growcut and temporal correlation for IVUS lumen segmentation,"Balocco, Simone and Gatta, Carlo and Ciompi, Francesco and Pujol, Oriol and Carrillo, Xavier and Mauri, Josepa and Radeva, Petia",,25,
Balo13,article,Standardized evaluation methodology and reference database for evaluating IVUS image segmentation,"Balocco, Simone and Gatta, Carlo and Ciompi, Francesco and Wahle, Andreas and Radeva, Petia and Carlier, Stephane and Unal, Gozde and Sanidas, Elias and Mauri, Josepa and Carillo, Xavier and Kovarnik, Tomas and Wang, Ching-Wei and Chen, Hsiang-Chou and Exarchos, Themis P. and Fotiadis, Dimitrios I. and Destrempes, FranAfASSois and Cloutier, Guy and Pujol, Oriol and Alberti, Marina and Mendizabal-Ruiz, E Gerardo and Rivera, Mariano and Aksoy, Timur and Downe, Richard W. and Kakadiaris, Ioannis A.",10.1016/j.compmedimag.2013.07.001,88,CMIG
Balo18,article,Assessment Of Intra-coronary Stent Location And Extension In Intravascular Ultrasound Sequences,"Balocco, Simone and Ciompi, Francesco and Rigla, Juan and Carrillo, Xavier and Mauri, Josepa and Radeva, Petia",10.1002/mp.13273,1,MP
Balt18,article,A model observer study using acquired mammographic images of an anthropomorphic breast phantom,"Balta, Christiana and Bouwman, Ramona W and Sechopoulos, Ioannis and Broeders, Mireille J M and Karssemeijer, Nico and van Engen, Ruben E and Veldkamp, Wouter J H",10.1002/mp.12703,9,MP
Balt19b,article,Optimization of the difference-of-Gaussian channel sets for the channelized Hotelling observer,"Balta, Christiana and Bouwman, Ramona W and Broeders, Mireille JM and Karssemeijer, Nico and Veldkamp, Wouter JH and Sechopoulos, Ioannis and van Engen, Ruben E",10.1117/1.JMI.6.3.035501,1,JMI
Balt19c,phdthesis,Objective image quality assessment in X-ray breast imaging,Christiana Balta,,,PhD thesis
Band17,inproceedings,Comparison of Different Methods for Tissue Segmentation In Histopathological Whole-Slide Images,P\'{e}ter B\'{a}ndi and Rob {van de Loo} and Milad Intezar and Daan Geijs and Francesco Ciompi and Bram {van Ginneken} and Jeroen {van der Laak} and Geert Litjens,10.1109/ISBI.2017.7950590,14,
Band18,article,From detection of individual metastases to classification of lymph node status at the patient level: the {CAMELYON}17 challenge,P\'{e}ter B\'{a}ndi and Oscar Geessink and Quirine Manson and Marcory van Dijk and Maschenka Balkenhol and Meyke Hermsen and Babak Ehteshami Bejnordi and Byungjae Lee and Kyunghyun Paeng and Aoxiao Zhong and Quanzheng Li and Farhad Ghazvinian Zanjani and Svitlana Zinger and Keisuke Fukuta and Daisuke Komura and Vlado Ovtcharov and Shenghua Cheng and Shaoqun Zeng and Jeppe Thagaard and Anders B. Dahl and Huangjing Lin and Hao Chen and Ludwig Jacobsson and Martin Hedlund and Melih Cetin and Eren Halici and Hunter Jackson and Richard Chen and Fabian Both and Jorg Franke and Heidi Kusters-Vandevelde and Willem Vreuls and Peter Bult and Bram van Ginneken and Jeroen van der Laak and Geert Litjens,10.1109/tmi.2018.2867350,54,TMI
Band19a,article,Resolution-agnostic tissue segmentation in whole-slide histopathology images with convolutional neural networks,"B\'{a}ndi, P. and Balkenhol, Maschenka and van Ginneken, Bram and van der Laak, Jeroen and Litjens, Geert",10.7717/peerj.8242,2,PRJ
Band23,article,Continual learning strategies for cancer-independent detection of lymph node metastases,"B\'{a}ndi, P. and Balkenhol, Maschenka and van Dijk, Marcory and Kok, Michel and van Ginneken, Bram and van der Laak, Jeroen and Litjens, Geert",10.1016/j.media.2023.102755,,Medical Image Analysis
Bank07,article,Air trapping: comparison of standard-dose and simulated low-dose thin-section {CT} techniques,Alexander A Bankier and Cornelia Schaefer-Prokop and Viviane De Maertelaer and Denis Tack and Peter Jaksch and Walter Klepetko and Pierre Alain Gevenois,,,Radiology
Bare96,article,Staging urinary bladder cancer after transurethral biopsy: value of fast dynamic contrast-enhanced {MR} imaging,J. O. Barentsz and G. J. Jager and P. B. van Vierzen and J. A. Witjes and S. P. Strijk and H. Peters and N. Karssemeijer and S. H. Ruijs,,222,Radiology
Bare99,article,Fast dynamic gadolinium-enhanced {MR} imaging of urinary bladder and prostate cancer,"Barentsz, J. O. and Engelbrecht, M. and Jager, G. J. and Witjes, J. A. and de LaRosette, J. and van Der Sanden, B. P. and Huisman, H. J. and Heerschap, A.",10.1002/(SICI)1522-2586(199909)10:3<295::AID-JMRI10>3.0.CO;2-Z,172,JMRI
Bart20,article,Six months vitamin {K} treatment does not affect systemic arterial calcification or bone mineral density in diabetes mellitus 2,Jonas W. Bartstra and Fieke Draaisma and Sabine R. Zwakenberg and Nikolas Lessmann and Jelmer M. Wolterink and Yvonne T. van der Schouw and Pim A. de Jong and Joline W. J. Beulens,10.1007/s00394-020-02412-z,,European Journal of Nutrition
Beck16,conference,Additional Value of Brain {CT} Perfusion in The Detection of Intracranial Vessel Occlusion in Acute Ischemic Stroke: A (Multi Experience Level) Inter-Observer Study,Ruud Becks and Midas Meijs and Rashindra Manniesing and Jeroen Vister and Steven Schalekamp and Ritse Mann and Stefan Steens and Ewoud Smit and Ewoud {van Dijk} and Mathias Prokop and Frederick J.A. Meijer,,,
Beck19a,article,Brain {CT} Perfusion Improves Intracranial Vessel Occlusion Detection on {CT} Angiography,Ruud J. Becks and Rashindra Manniesing and Jeroen Vister and Sjoert Pegge and Stefan C.A. Steens and Ewoud J. van Dijk and Mathias Prokop and Frederick J.A. Meijer,10.1016/j.neurad.2018.03.003,15,JNEURAD
Beic11,book,The {F}ourth {I}nternational {W}orkshop on {P}ulmonary {I}mage {A}nalysis,R. Beichel and M. de Bruijne and B. van Ginneken and S. Kabus and A. Kiraly and J. M. Kuhnigk and J. McClelland and K. Mori and E. M. van Rikxoort and S. Rit,,,
