bibkey,type,title,authors,ss_id,all_ss_ids,comment
Bart20,article,Six months vitamin {K} treatment does not affect systemic arterial calcification or bone mineral density in diabetes mellitus 2,Jonas W. Bartstra and Fieke Draaisma and Sabine R. Zwakenberg and Nikolas Lessmann and Jelmer M. Wolterink and Yvonne T. van der Schouw and Pim A. de Jong and Joline W. J. Beulens,dd270749c2da64ae1d99baa1c40bc904b28b892f,,"title matching: single bibkey, single ss_id"
Beck16,conference,Additional Value of Brain {CT} Perfusion in The Detection of Intracranial Vessel Occlusion in Acute Ischemic Stroke: A (Multi Experience Level) Inter-Observer Study,Ruud Becks and Midas Meijs and Rashindra Manniesing and Jeroen Vister and Steven Schalekamp and Ritse Mann and Stefan Steens and Ewoud Smit and Ewoud {van Dijk} and Mathias Prokop and Frederick J.A. Meijer,,,
Beck19a,article,Brain {CT} Perfusion Improves Intracranial Vessel Occlusion Detection on {CT} Angiography,Ruud J. Becks and Rashindra Manniesing and Jeroen Vister and Sjoert Pegge and Stefan C.A. Steens and Ewoud J. van Dijk and Mathias Prokop and Frederick J.A. Meijer,5a7fca54156869246045d31ebf54ff10408deccb,,"title matching: single bibkey, single ss_id"
Beic11,book,The {F}ourth {I}nternational {W}orkshop on {P}ulmonary {I}mage {A}nalysis,R. Beichel and M. de Bruijne and B. van Ginneken and S. Kabus and A. Kiraly and J. M. Kuhnigk and J. McClelland and K. Mori and E. M. van Rikxoort and S. Rit,,,
Beic13,book,The {F}ifth {I}nternational {W}orkshop on {P}ulmonary {I}mage {A}nalysis,R. Beichel and M. de Bruijne and S. Kabus and A. P. Kiraly and J. M. Kuhnigk and J. McClelland and T. Kitasaka and E. M. van Rikxoort and S. Rit,,,
Beic16,book,The {S}ixth {I}nternational {W}orkshop on {P}ulmonary {I}mage {A}nalysis,R. Beichel and K. Farahani and C. Jacobs and S. Kabus and A. P. Kiraly and J. M. Kuhnigk and J. McClelland and K. Mori and J. Petersen and S. Rit,,,
Bejn13,inproceedings,Novel chromatin texture features for the classification of pap smears,Babak {Ehteshami Bejnordi} and Ramin Moshavegh and K Sujathan and Patrik Malm and Ewert Bengtsson and Andrew Mehnert,,,
Bejn14,inproceedings,Quantitative analysis of stain variability in histology slides and an algorithm for standardization,"B. {Ehteshami Bejnordi} and N. Timofeeva and I. Otte-H\""oller and N. Karssemeijer and J. {van der Laak",e39a5aa36977c617a9caecb6da5c87e27886ad6f,,"title matching: single bibkey, single ss_id"
Bejn15,inproceedings,A multi-scale superpixel classification approach to the detection of regions of interest in whole slide histopathology images,"Bejnordi, Babak Ehteshami and Litjens, Geert and Hermsen, Meyke and Karssemeijer, Nico and van der Laak, Jeroen A W M",49d5e6ed83859117cfd781612878ea93fa75c348,,"title matching: single bibkey, single ss_id"
Bejn17,inproceedings,Deep learning-based assessment of tumor-associated stroma for diagnosing breast cancer in histopathology images,"Bejnordi, Babak Ehteshami and Jimmy Lin and Ben Glass and Maeve Mullooly and Gretchen Gierach and Mark Sherman and Nico Karssemeijer and Jeroen A.W.M. van der Laak and Andrew Beck",3096798a92ab0829ceb1d601d002dd47dc49e156,,"title matching: single bibkey, single ss_id"
Bejn17a,phdthesis,Histopathological diagnosis of breast cancer using machine learning,Babak Ehteshami Bejnordi,,,
Bejn17b,article,Context-aware stacked convolutional neural networks for classification of breast carcinomas in whole-slide histopathology images,"Bejnordi, Babak Ehteshami and Zuidhof, Guido and Balkenhol, Maschenka and Hermsen, Meyke and Bult, Peter and van Ginneken, Bram and Karssemeijer, Nico and Litjens, Geert and van der Laak, Jeroen",784906ab63c3743a5d26dca846a49c2edbf4dc6a,,"title matching: single bibkey, single ss_id"
Bejn18a,article,Machine Learning Compared With Pathologist Assessment-Reply,"Bejnordi, Babak Ehteshami and Litjens, Geert and van der Laak, Jeroen AWM",afe7e342756fb74d5cf7e4ad171415470a5baa3b,,"title matching: single bibkey, single ss_id"
Bel19,inproceedings,Stain-Transforming Cycle-Consistent Generative Adversarial Networks for Improved Segmentation of Renal Histopathology,Thomas de Bel and Meyke Hermsen and Jesper Kers and Jeroen van der Laak and Geert Litjens,ffab09ba8100420dbd066f31c830f7d3e984696b,,"title matching: single bibkey, single ss_id"
Bel21,article,Residual cyclegan for robust domain transformation of histopathological tissue slides.,"de Bel, Thomas and Bokhorst, John-Melle and van der Laak, Jeroen and Litjens, Geert",455c14205e23d9cb709371ceb605f92e4fbbda2f,,"title matching: single bibkey, single ss_id"
Berg18,article,Risk of Nursing Home Admission in Cerebral Small Vessel Disease,"Bergkamp, Mayra I and Wissink, Joost G J and van Leijsen, Esther M C and Ghafoorian, Mohsen and Norris, David G and van Dijk, Ewoud J and Platel, Bram and Tuladhar, Anil M and de Leeuw, Frank-Erik",966107ec26f4d315bb9b7cbbbb0e60a4534e998c,,single doi match
Berk94,article,Fast scan conversion algorithms for displaying ultrasound sector images,A. P. Berkhoff and H. J. Huisman and J. M. Thijssen and E. M. Jacobs and R. J. Homan,,,
Berk22,conference,Added value of artificial intelligence for the detection and analysis of lung nodules on ultra-low-dose CT in an emergency setting,"van den Berk, I.A.H. and Jacobs, C. and Kanglie, M.M.N.P. and Mets, O.M. and Snoeren, M. and Montauban van Swijndregt, A.D. and Taal, E.M. and van Engelen, T.S.R. and Prins, J. and Bipat, S. and Bossuyt, P.M.M. and Stoker, J.",,,
Bian18,article,Small airway segmentation in thoracic computed tomography scans: a machine learning approach,"Bian, Z and Charbonnier, J-P and Liu, J and Zhao, D and Lynch, D A and van Ginneken, B",6e733d61fef6612626c4c5350f143fc61db9a0da,,"title matching: single bibkey, single ss_id"
Bili19,article,The {L}iver {T}umor {S}egmentation {B}enchmark ({L}i{TS}),"Patrick Bilic and Patrick Ferdinand Christ and Eugene Vorontsov and Grzegorz Chlebus and Hao Chen and Qi Dou and Chi-Wing Fu and Xiao Han and Pheng-Ann Heng and Jurgen Hesser and Samuel Kadoury and Tomasz Konopczynski and Miao Le and Chunming Li and Xiaomeng Li and Jana Lipkova and John Lowengrub and Hans Meine and Jan Hendrik Moltz and Chris Pal and Marie Piraud and Xiaojuan Qi and Jin Qi and Markus Rempfler and Karsten Roth and Andrea Schenk and Anjany Sekuboyina and Eugene Vorontsov and Ping Zhou and Christian Hulsemeyer and Marcel Beetz and Florian Ettlinger and Felix Gruen and Georgios Kaissis and Fabian Lohofer and Rickmer Braren and Julian Holch and Felix Hofmann and Wieland Sommer and Volker Heinemann and Colin Jacobs and Humpire Mamani, Gabriel Efrain and Bram van Ginneken and Gabriel Chartrand and An Tang and Michal Drozdzal and Avi Ben-Cohen and Eyal Klang and Marianne M. Amitai and Eli Konen and Hayit Greenspan and Johan Moreau and Alexandre Hostettler and Luc Soler and Refael Vivanti and Adi Szeskin and Naama Lev-Cohain and Jacob Sosna and Leo Joskowicz and Bjoern H. Menze",,,
Blek19,article,Multiparametric {MRI} and auto-fixed volume of interest-based radiomics signature for clinically significant peripheral zone prostate cancer,Jeroen Bleker and Thomas Kwee and Rudi Dierckx and IgleJan de Jong and Henkjan Huisman and Derya Yakar,06d09d8c1c217b9bfa0f89736258b8f3b4edc555,,"title matching: single bibkey, single ss_id"
Blek21,article,Single-center versus multi-center biparametric MRI radiomics approach for clinically significant peripheral zone prostate cancer,"Bleker, Jeroen and Yakar, Derya and van Noort, Bram and Rouw, Dennis and de Jong, Igle Jan and Dierckx, Rudi AJO and Kwee, Thomas C and Huisman, Henkjan",3d130766be579a65496f87ec07f51123206fe131,,"title matching: single bibkey, single ss_id"
Blek22,article,A deep learning masked segmentation alternative to manual segmentation in biparametric MRI prostate cancer radiomics,"Bleker, Jeroen and Kwee, Thomas C and Rouw, Dennis and Roest, Christian and Borstlap, Jaap and de Jong, Igle Jan and Dierckx, Rudi AJO and Huisman, Henkjan and Yakar, Derya",9d6b9f6c203c73af662853a1320659a62eb9be4b,,"title matching: single bibkey, single ss_id"
Blue10,article,Consequences of digital mammography in population-based breast cancer screening: initial changes and long-term impact on referral rates,Adriana M J Bluekens and Nico Karssemeijer and David Beijerinck and Jan J M Deurenberg and Ruben E van Engen and Mireille J M Broeders and Gerard J den Heeten,c05538614208ef1e78d54fa9325730adcad07b7d,,"title matching: single bibkey, single ss_id"
Blue12,article,Comparison of Digital Screening Mammography and Screen-Film Mammography in the Early Detection of Clinically Relevant Cancers: A Multicenter Study,"Bluekens, Adriana M J. and Holland, Roland and Karssemeijer, Nico and Broeders, Mireille J M. and den Heeten, Gerard J.",9ae885b8778b98e3fe4b2f2d1e03a8f533b98b79,"['9ae885b8778b98e3fe4b2f2d1e03a8f533b98b79', 'e022205dc46e1cca7fcb1712d105e43de1ba5404']","title matching: single bibkey with multiple_ss_ids (['9ae885b8778b98e3fe4b2f2d1e03a8f533b98b79', 'e022205dc46e1cca7fcb1712d105e43de1ba5404']), took the first one with most citations"
Blue15,article,The potential use of ultra-low radiation dose images in digital mammography - a clinical proof-of-concept study in craniocaudal views,"Bluekens, Adriana Mj and Veldkamp, Wouter Jh and Schuur, Klaas H. and Karssemeijer, Nico and Broeders, Mireille Jm and den Heeten, Gerard J.",5447ca0a02102769866deb7a4cccbeb0dcd9ad46,,"title matching: single bibkey, single ss_id"
Boer18,mastersthesis,Automated structure segmentation and lymphocyte detection in kidney transplant whole slide images using a convolutional neural network,Marjolijn den Boer,,,
Boer19,mastersthesis,Interactive Residual 3D U-net for the Segmentation of the Pancreas in Computed Tomography Scans,Tim Boers,,,
Boer20,article,Interactive 3D U-net for the Segmentation of the Pancreas in Computed Tomography Scans,"Boers, Tim and Hu, Yipeng and Gibson, Eli and Barratt, Dean and Bonmati, Ester and Krdzalic, Jasenko and van der Heijden, Ferdi and Hermans, John and Huisman, Henkjan",4992f23e29e711eec8b92e17ce35610da3758ecd,,single doi match
Boer2020,mastersthesis,A feasibility study for Deep Learning Image Guided Guidewire Tracking for Image-guided Interventions,Tristan de Boer,,,
Boga22,article,Recommendations for diagnosing {STIC}: a systematic review and meta-analysis,Joep M. A. Bogaerts and Miranda P. Steenbeek and Majke H. D. van Bommel and Johan Bulten and Jeroen A. W. M. van der Laak and Joanne A. de Hullu and Michiel Simons,a5c0ae9b50b0058f6e16bdc59a95e489b897e430,,"title matching: single bibkey, single ss_id"
Bogu19,article,RETOUCH: The Retinal OCT Fluid Detection and Segmentation Benchmark and Challenge,"Bogunovic, Hrvoje and Venhuizen, Freerk and Klimscha, Sophie and Apostolopoulos, Stefanos and Bab-Hadiashar, Alireza and Bagci, Ulas and Beg, Mirza Faisal and Bekalo, Loza and Chen, Qiang and Ciller, Carlos and Gopinath, Karthik and Gostar, Amirali K and Jeon, Kiwan and Ji, Zexuan and Kang, Sung Ho and Koozekanani, Dara D and Lu, Donghuan and Morley, Dustin and Parhi, Keshab K and Park, Hyoung Suk and Rashno, Abdolreza and Sarunic, Marinko and Shaikh, Saad and Sivaswamy, Jayanthi and Tennakoon, Ruwan and Yadav, Shivin and De Zanet, Sandro and Waldstein, Sebastian M and Gerendas, Bianca S and Klaver, Caroline and S\'{a}nchez, Clara I and Schmidt-Erfurth, Ursula",6fd044b6c49661a5a1db4b49543c9a6ca4b108fb,,"title matching: single bibkey, single ss_id"
Bois12,article,Expert opinion: {CT} pulmonary angiography in pregnant patients with suspected pulmonary embolism,"Boiselle, Phillip M. and Goodman, Lawrence R. and Litmanovich, Diana and R\'{e}my-Jardin, Martine and Schaefer-Prokop, Cornelia",69ee456f69165c71d2c731334f93039c7cf21f9b,,"title matching: single bibkey, single ss_id"
Bokh18a,inproceedings,Automatic Detection of Tumor Budding in Colorectal Carcinoma with Deep Learning,"Bokhorst, John-Melle and Rijstenberg, Lucia and Goudkade, Danny and Nagtegaal, Iris and van der Laak, Jeroen and Ciompi, Francesco",bf16e7e46d23a0e83bd2efe2d13e7ba7b0c47b51,,"title matching: single bibkey, single ss_id"
Bokh19,inproceedings,Learning from sparsely annotated data for semantic segmentation in histopathology images,"Bokhorst, John-Melle and Pinckaers, Hans and van Zwam, Peter and Nagetgaal, Iris and van der Laak, Jeroen and Ciompi, Francesco",e58b84e96868eb5f165ab710ef43668c4d8bbf74,,"title matching: single bibkey, single ss_id"
Bokh19a,conference,Assessment of tumor buds in colorectal cancer. A large-scale international digital observer study,"Bokhorst, John-Melle and Dawson, Heather and Blank, Annika and Zlobec, Inti and Lugli, Alessandro and Vieth, Michael and Kirsch, Richard and Urbanowicz, Maria and Brockmoeller, Scarlet and Flejou, Jean-Francois and Rijstenberg, Lucia and van der Laak, Jeroen and Ciompi, Francesco and Nagtegaal, Iris",,,
Bokh19b,article,Assessment of individual tumor buds using keratin immunohistochemistry: moderate interobserver agreement suggests a role for machine learning,"Bokhorst, John-Melle and Blank, A. and Lugli, A. and Zlobec, I. and Dawson, H. and Vieth, M. and Rijstenberg, L. L. and Brockmoeller, S. and Urbanowicz, M. and Flejou, J. F. and Kirsch, R. and Ciompi, F. and van der Laak, J. A. W. M. and Nagtegaal, I. D.",c3e98e4b01c27affe1b6c161172c5e27e8141618,"['aff9f3cd8024fb64c7ea36d396a36ebf33d01f5b', 'c3e98e4b01c27affe1b6c161172c5e27e8141618']","title matching: single bibkey with multiple_ss_ids (['aff9f3cd8024fb64c7ea36d396a36ebf33d01f5b', 'c3e98e4b01c27affe1b6c161172c5e27e8141618']), took the first one with most citations"
Bokh20,conference,Computer-assisted hot-spot selection for tumor budding assessment in colorectal cancer,"Bokhorst, John-Melle and Ciompi, Francesco and Zlobec, Inti and Lugli, Alassandro and Vieth, Michael and Kirsch, Richard and van der Laak, Jeroen and Nagtegaal, Iris",,,
Bokh20a,conference,Deep learning based tumor bud detection in pan-cytokeratin stained colorectal cancer whole-slide images,"Bokhorst, John-Melle and Nagtegaal, Iris and Zlobec, Inti and Lugli, Alassandro and Vieth, Michael and Kirsch, Richard and van der Laak, Jeroen and Ciompi, Francesco",,,
Boo09,article,Computer-aided detection ({CAD}) of lung nodules and small tumours on chest radiographs,D. W. de Boo and M. Prokop and M. Uffmann and B. van Ginneken and C. M. Schaefer-Prokop,40cc7c929546e4422263fa844a8cd6f47d266ead,,"title matching: single bibkey, single ss_id"
Boo11,article,Computer-aided Detection of Small Pulmonary Nodules in Chest Radiographs An Observer Study,D. W. de Boo and M. Uffmann and M. Weber and S. Bipat and E. F. Boorsma and M. J. Scheerder and N. J. Freling and C. M. Schaefer-Prokop,3363021df95dabbccfb6e95762195b67c9d8a259,,"title matching: single bibkey, single ss_id"
Boo11a,article,Gray-Scale Reversal for the Detection of Pulmonary Nodules on a PACS Workstation,D. W. de Boo and M. Uffmann and S. Bipat and E. F. A. Boorsma and M. J. Scheerder and M. Weber and C. M. Schaefer-Prokop,271cc27f0f6b1b4a87e43eed7c85df9c729b3279,,"title matching: single bibkey, single ss_id"
Boo11b,article,Computed radiography versus mobile direct radiography for bedside chest radiographs: impact of dose on image quality and reader agreement,D. W. de Boo and M. Weber and E. E. Deurloo and G. J. Streekstra and N. J. Freling and D. A. Dongelmans and C. M. Schaefer-Prokop,23bcee96f8bb86f925bb2d3d0d3b0fb3d870fcee,,"title matching: single bibkey, single ss_id"
Boo12,phdthesis,Advances in digital chest radiography: impact on reader performance,D. W. de Boo,,,
Boo12a,article,Observer training for computer-aided detection of pulmonary nodules in chest radiography,"De Boo, Diederick W. and van Hoorn, FranAfASSois and van Schuppen, Joost and Schijf, Laura and Scheerder, Maeke J. and Freling, Nicole J. and Mets, Onno and Weber, Michael and Schaefer-Prokop, Cornelia M.",d67d1dbabc705e5b2d7cb675e8737ff249c1a88f,,"title matching: single bibkey, single ss_id"
Boom12,inproceedings,Brain Tissue Segmentation in {4D CT} Images Using Voxel Classification,R. van den Boom and M. Oei and S. Lafebre and L.J. Oostveen and A. Meijer and S. Steens and M. Prokop and B. van Ginneken and R. Manniesing,4d53bd36934e6f17b2e3eb58a8764d03340402e6,,"title matching: single bibkey, single ss_id"
Boom12a,conference,Effect of radiation exposure on quantitative evaluation of cerebral {CT} perfusion maps: results from a hybrid digital phantom,R. van den Boom and M.T.H. Oei and L.J. Oostveen and S.J. Lafebre and B. van Ginneken and R. Manniesing and M. Prokop,,,
Boom13,conference,Effect of dose reduction on cerebral {CT} perfusion maps: results from a hybrid digital perfusion phantom,R. van den Boom and M.T.H. Oei and L.J. Oostveen and H.O.A. Laue and B. van Ginneken and R. Manniesing and M. Prokop,,,
Boom14,article,A {4D} Digital Phantom for Patient-Specific Simulation of Brain {CT} Perfusion Protocols,"van den Boom, Rieneke and Manniesing, Rashindra and Oei, Marcel T. H. and van der Woude, Willem-Jan and Smit, Ewoud J. and Laue, Hendrik O. A. and van Ginneken, Bram and Prokop, Mathias",608a5409afa9a5f535d5b3f4776b75ae92ec9e26,,"title matching: single bibkey, single ss_id"
